source,id,title,price,currency,location,type,age,gender,url
avito.ma,https://www.avito.ma/fr/abdelmoumen/décoration/Tableau_en_Résine_Neuf___Cheval_royal_91cm___60cm_57017658,Tableau en Résine Neuf / Cheval royal 91cm / 60cm,1600,MAD,,Cheval,,,https://www.avito.ma/fr/abdelmoumen/décoration/Tableau_en_Résine_Neuf___Cheval_royal_91cm___60cm_57017658.htm
avito.ma,https://www.avito.ma/fr/tamallalt/terrains_et_fermes/Terrain_agricole_57053242,Terrain agricole,400000,MAD,,Cheval,,,https://www.avito.ma/fr/tamallalt/terrains_et_fermes/Terrain_agricole_57053242.htm
avito.ma,https://www.avito.ma/fr/sidi_abdelkarim/autres_matériels_electroniques/Générateur_électrique_57048506,Générateur électrique,8000,MAD,,Cheval,,,https://www.avito.ma/fr/sidi_abdelkarim/autres_matériels_electroniques/Générateur_électrique_57048506.htm
avito.ma,https://www.avito.ma/fr/al_boustane/voyages_et_billetterie/4_tickets_premium_spectacle_salon_de_cheval_57021799,4 tickets premium spectacle salon de cheval,1800,MAD,,Cheval,,,https://www.avito.ma/fr/al_boustane/voyages_et_billetterie/4_tickets_premium_spectacle_salon_de_cheval_57021799.htm
avito.ma,https://www.avito.ma/fr/abdelmoumen/décoration/Tableau_en_Résine_Neuf___Cheval_royal_91cm___60cm_57017658,Tableau en Résine Neuf / Cheval royal 91cm / 60cm,1600,MAD,,Cheval,,,https://www.avito.ma/fr/abdelmoumen/décoration/Tableau_en_Résine_Neuf___Cheval_royal_91cm___60cm_57017658.htm
avito.ma,https://www.avito.ma/fr/oulfa/accessoires_pour_animaux/Scelle_western_56987170,Scelle western,2500,MAD,,Cheval,,,https://www.avito.ma/fr/oulfa/accessoires_pour_animaux/Scelle_western_56987170.htm
avito.ma,https://www.avito.ma/fr/boumia/terrains_et_fermes/Terrain_agricole_à_vendre_à_Boumia_équipé_d_arbres_à_amande_56976160,Terrain agricole à vendre à Boumia équipé d'arbres à amande,670000,MAD,,Cheval,,,https://www.avito.ma/fr/boumia/terrains_et_fermes/Terrain_agricole_à_vendre_à_Boumia_équipé_d_arbres_à_amande_56976160.htm
avito.ma,https://www.avito.ma/fr/ourika/fourgon_et_minibus/Iveco_Daily_56968408,Iveco Daily,160000,MAD,,Cheval,,,https://www.avito.ma/fr/ourika/fourgon_et_minibus/Iveco_Daily_56968408.htm
avito.ma,https://www.avito.ma/fr/autre_secteur/autre_matériel_professionel/Tendeuse_pour_mouton_____56958139,Tendeuse pour mouton 🐑 ,4500,MAD,,Cheval,,,https://www.avito.ma/fr/autre_secteur/autre_matériel_professionel/Tendeuse_pour_mouton_____56958139.htm
avito.ma,https://www.avito.ma/fr/autre_secteur/arts_et_collections/Statue_en_cuivre_sur_marbre_un_chariot_romain_56951966,Statue en cuivre sur marbre un chariot romain,1500,MAD,,Cheval,,,https://www.avito.ma/fr/autre_secteur/arts_et_collections/Statue_en_cuivre_sur_marbre_un_chariot_romain_56951966.htm
avito.ma,https://www.avito.ma/fr/souissi/animaux_de_ferme/_2_Cheveaux_Fantasia_en_bronze_émaillé__56926165, 2 Cheveaux Fantasia en bronze émaillé ,24000,MAD,,Cheval,,,https://www.avito.ma/fr/souissi/animaux_de_ferme/_2_Cheveaux_Fantasia_en_bronze_émaillé__56926165.htm
avito.ma,https://www.avito.ma/fr/afaq/animaux_domestique/cheval_pur_sang_arabe__56868854,cheval pur sang arabe ,22000,MAD,,Cheval,,,https://www.avito.ma/fr/afaq/animaux_domestique/cheval_pur_sang_arabe__56868854.htm
avito.ma,https://www.avito.ma/fr/wifak/arts_et_collections/Statuette_décorative_Cheval_cabré_Argenté_40x30cm_56853661,Statuette décorative Cheval cabré Argenté 40x30cm,2300,MAD,,Cheval,,,https://www.avito.ma/fr/wifak/arts_et_collections/Statuette_décorative_Cheval_cabré_Argenté_40x30cm_56853661.htm
avito.ma,https://www.avito.ma/fr/sidi_yahya/terrains_et_fermes/Terrain_à_2km_du_rond_point_sahb_al_khil_56806640,Terrain à 2km du rond point sahb al khil,300000,MAD,,Cheval,,,https://www.avito.ma/fr/sidi_yahya/terrains_et_fermes/Terrain_à_2km_du_rond_point_sahb_al_khil_56806640.htm
avito.ma,https://www.avito.ma/fr/béni_mellal/accessoires_pour_animaux/selle_cheval__56827007,selle cheval ,5000,MAD,,Cheval,,,https://www.avito.ma/fr/béni_mellal/accessoires_pour_animaux/selle_cheval__56827007.htm
avito.ma,https://www.avito.ma/fr/sidi_allal_el_bahraoui/animaux_de_ferme/_cheval__jument_et_poulain_pure_sang_arabe_sorec__56812161," cheval, jument et poulain pure sang arabe sorec ",20000,MAD,,Cheval,,,https://www.avito.ma/fr/sidi_allal_el_bahraoui/animaux_de_ferme/_cheval__jument_et_poulain_pure_sang_arabe_sorec__56812161.htm
avito.ma,https://www.avito.ma/fr/autre_secteur/animaux_de_ferme/sellerie_de_cheval____complete___56786862,sellerie de cheval 🐴 complete  ,5000,MAD,,Cheval,,,https://www.avito.ma/fr/autre_secteur/animaux_de_ferme/sellerie_de_cheval____complete___56786862.htm
avito.ma,https://www.avito.ma/fr/autre_secteur/autres_accessoires_de_mode/selle_de_cheval____avec_Étriers_de_sécurité_56786837,selle de cheval 🐴 avec Étriers de sécurité,2500,MAD,,Cheval,,,https://www.avito.ma/fr/autre_secteur/autres_accessoires_de_mode/selle_de_cheval____avec_Étriers_de_sécurité_56786837.htm
avito.ma,https://www.avito.ma/fr/centre/arts_et_collections/Statut_de_cheval_en_Résine__poly_résine__56773876,Statut de cheval en Résine (poly-résine),3000,MAD,,Cheval,,,https://www.avito.ma/fr/centre/arts_et_collections/Statut_de_cheval_en_Résine__poly_résine__56773876.htm
avito.ma,https://www.avito.ma/fr/souissi/autre_équipement_pour_bébé_et_enfant/Lot_articles_pour_bébé_en_très_bon_état_56758998,Lot articles pour bébé en très bon état,3500,MAD,,Cheval,,,https://www.avito.ma/fr/souissi/autre_équipement_pour_bébé_et_enfant/Lot_articles_pour_bébé_en_très_bon_état_56758998.htm
avito.ma,https://www.avito.ma/fr/route_de_ouarzazate/animaux_de_ferme/chevale__libgah_marhba_56744919,chevale  libgah marhba,9000,MAD,,Cheval,,,https://www.avito.ma/fr/route_de_ouarzazate/animaux_de_ferme/chevale__libgah_marhba_56744919.htm
avito.ma,https://www.avito.ma/fr/abbadi/accessoires_pour_animaux/scellé_pour_cheval__56727003,scellé pour cheval ,6000,MAD,,Cheval,,,https://www.avito.ma/fr/abbadi/accessoires_pour_animaux/scellé_pour_cheval__56727003.htm
avito.ma,https://www.avito.ma/fr/khénifra/autre_matériel_professionel/Groupe_électrogène__56723863,Groupe électrogène ,7500,MAD,,Cheval,,,https://www.avito.ma/fr/khénifra/autre_matériel_professionel/Groupe_électrogène__56723863.htm
avito.ma,https://www.avito.ma/fr/zone_industrielle_moulay_rachid/animaux_de_ferme/pouliche_pur_sang_arabe_56687559,pouliche pur sang arabe,50000,MAD,,Cheval,,,https://www.avito.ma/fr/zone_industrielle_moulay_rachid/animaux_de_ferme/pouliche_pur_sang_arabe_56687559.htm
avito.ma,https://www.avito.ma/fr/sidi_slimane/autre_matériel_professionel/moteur_chambre_a_froid__56685942,moteur chambre a froid ,11000,MAD,,Cheval,,,https://www.avito.ma/fr/sidi_slimane/autre_matériel_professionel/moteur_chambre_a_froid__56685942.htm
avito.ma,https://www.avito.ma/fr/hay_lazaret/equipement_sportif/Gillet_de_protection_équitation__56627265,Gillet de protection équitation ,650,MAD,,Cheval,,,https://www.avito.ma/fr/hay_lazaret/equipement_sportif/Gillet_de_protection_équitation__56627265.htm
avito.ma,https://www.avito.ma/fr/hay_al_kamal/autre_matériel_professionel/حي_الكمال__56623455,حي الكمال ,7000,MAD,,Cheval,,,https://www.avito.ma/fr/hay_al_kamal/autre_matériel_professionel/حي_الكمال__56623455.htm
avito.ma,https://www.avito.ma/fr/ville_verte/décoration/___Sculpture_cheval_noir____Taille_réelle_56553225,🐎 Sculpture cheval noir  – Taille réelle,45000,MAD,,Cheval,,,https://www.avito.ma/fr/ville_verte/décoration/___Sculpture_cheval_noir____Taille_réelle_56553225.htm
avito.ma,https://www.avito.ma/fr/aïn_chock/arts_et_collections/2_Tableau_signé_56551758,2 Tableau signé,4300,MAD,,Cheval,,,https://www.avito.ma/fr/aïn_chock/arts_et_collections/2_Tableau_signé_56551758.htm
avito.ma,https://www.avito.ma/fr/hay_ennasr/animaux_de_ferme/Cheval_pur_sang_arabe_56470047,Cheval pur-sang arabe,13000,MAD,,Cheval,,,https://www.avito.ma/fr/hay_ennasr/animaux_de_ferme/Cheval_pur_sang_arabe_56470047.htm
avito.ma,https://www.avito.ma/fr/hay_alqods/accessoires_pour_animaux/bridons_du_cheval__56473176,bridons du cheval ,550,MAD,,Cheval,,,https://www.avito.ma/fr/hay_alqods/accessoires_pour_animaux/bridons_du_cheval__56473176.htm
